0 -0.01 0.01 0.05 0 0.949987
0 -0.01 0.01 0.05 1 0.949985
0 -0.01 0.01 0.05 2 0.949988
0 -0.01 0.01 0.05 3 0.94999
0 -0.01 0.01 0.05 4 0.949988
0 -0.01 0.01 0.05 5 0.949991
0 -0.01 0.01 0.05 6 0.949993
0 -0.01 0.01 0.05 7 0.94999
0 -0.01 0.01 0.05 8 0.949992
0 -0.01 0.01 0.05 9 0.949993
0 -0.01 0.01 0.05 10 0.949991
0 -0.01 0.01 0.05 11 0.949992
0 -0.01 0.01 0.05 12 0.949988
0 -0.01 0.01 0.05 13 0.949989
0 -0.01 0.01 0.05 14 0.94999
0 -0.01 0.01 0.05 15 0.949989
0 -0.01 0.01 0.05 16 0.94999
0 -0.01 0.01 0.05 17 0.949993
0 -0.01 0.01 0.05 18 0.949988
0 -0.01 0.01 0.05 19 0.949992
200 -0.01 0.01 0.05 0 0.94762
200 -0.01 0.01 0.05 1 0.947653
200 -0.01 0.01 0.05 2 0.947532
200 -0.01 0.01 0.05 3 0.947919
200 -0.01 0.01 0.05 4 0.94775
200 -0.01 0.01 0.05 5 0.946905
200 -0.01 0.01 0.05 6 0.947895
200 -0.01 0.01 0.05 7 0.947619
200 -0.01 0.01 0.05 8 0.947501
200 -0.01 0.01 0.05 9 0.94759
200 -0.01 0.01 0.05 10 0.94744
200 -0.01 0.01 0.05 11 0.947144
200 -0.01 0.01 0.05 12 0.947096
200 -0.01 0.01 0.05 13 0.946958
200 -0.01 0.01 0.05 14 0.947425
200 -0.01 0.01 0.05 15 0.947389
200 -0.01 0.01 0.05 16 0.947243
200 -0.01 0.01 0.05 17 0.947119
200 -0.01 0.01 0.05 18 0.947725
200 -0.01 0.01 0.05 19 0.946889
400 -0.01 0.01 0.05 0 0.945005
400 -0.01 0.01 0.05 1 0.945954
400 -0.01 0.01 0.05 2 0.945772
400 -0.01 0.01 0.05 3 0.94518
400 -0.01 0.01 0.05 4 0.945561
400 -0.01 0.01 0.05 5 0.944639
400 -0.01 0.01 0.05 6 0.945733
400 -0.01 0.01 0.05 7 0.945083
400 -0.01 0.01 0.05 8 0.945001
400 -0.01 0.01 0.05 9 0.945375
400 -0.01 0.01 0.05 10 0.944742
400 -0.01 0.01 0.05 11 0.945047
400 -0.01 0.01 0.05 12 0.944539
400 -0.01 0.01 0.05 13 0.944766
400 -0.01 0.01 0.05 14 0.945102
400 -0.01 0.01 0.05 15 0.944964
400 -0.01 0.01 0.05 16 0.943365
400 -0.01 0.01 0.05 17 0.944241
400 -0.01 0.01 0.05 18 0.944823
400 -0.01 0.01 0.05 19 0.944535
600 -0.01 0.01 0.05 0 0.943657
600 -0.01 0.01 0.05 1 0.944187
600 -0.01 0.01 0.05 2 0.944017
600 -0.01 0.01 0.05 3 0.943878
600 -0.01 0.01 0.05 4 0.943894
600 -0.01 0.01 0.05 5 0.943245
600 -0.01 0.01 0.05 6 0.943895
600 -0.01 0.01 0.05 7 0.942835
600 -0.01 0.01 0.05 8 0.941901
600 -0.01 0.01 0.05 9 0.943023
600 -0.01 0.01 0.05 10 0.941324
600 -0.01 0.01 0.05 11 0.94281
600 -0.01 0.01 0.05 12 0.942053
600 -0.01 0.01 0.05 13 0.94181
600 -0.01 0.01 0.05 14 0.943438
600 -0.01 0.01 0.05 15 0.941005
600 -0.01 0.01 0.05 16 0.941669
600 -0.01 0.01 0.05 17 0.941028
600 -0.01 0.01 0.05 18 0.942986
600 -0.01 0.01 0.05 19 0.941379
800 -0.01 0.01 0.05 0 0.942359
800 -0.01 0.01 0.05 1 0.942876
800 -0.01 0.01 0.05 2 0.943081
800 -0.01 0.01 0.05 3 0.942434
800 -0.01 0.01 0.05 4 0.94199
800 -0.01 0.01 0.05 5 0.941399
800 -0.01 0.01 0.05 6 0.942136
800 -0.01 0.01 0.05 7 0.940549
800 -0.01 0.01 0.05 8 0.939534
800 -0.01 0.01 0.05 9 0.941487
800 -0.01 0.01 0.05 10 0.939607
800 -0.01 0.01 0.05 11 0.940064
800 -0.01 0.01 0.05 12 0.939592
800 -0.01 0.01 0.05 13 0.938964
800 -0.01 0.01 0.05 14 0.940736
800 -0.01 0.01 0.05 15 0.938365
800 -0.01 0.01 0.05 16 0.938558
800 -0.01 0.01 0.05 17 0.93785
800 -0.01 0.01 0.05 18 0.940095
800 -0.01 0.01 0.05 19 0.93913
1000 -0.01 0.01 0.05 0 0.941255
1000 -0.01 0.01 0.05 1 0.940569
1000 -0.01 0.01 0.05 2 0.942087
1000 -0.01 0.01 0.05 3 0.941273
1000 -0.01 0.01 0.05 4 0.941022
1000 -0.01 0.01 0.05 5 0.940383
1000 -0.01 0.01 0.05 6 0.940351
1000 -0.01 0.01 0.05 7 0.938387
1000 -0.01 0.01 0.05 8 0.937552
1000 -0.01 0.01 0.05 9 0.939077
1000 -0.01 0.01 0.05 10 0.937363
1000 -0.01 0.01 0.05 11 0.936893
1000 -0.01 0.01 0.05 12 0.937159
1000 -0.01 0.01 0.05 13 0.936406
1000 -0.01 0.01 0.05 14 0.937886
1000 -0.01 0.01 0.05 15 0.93511
1000 -0.01 0.01 0.05 16 0.934606
1000 -0.01 0.01 0.05 17 0.935737
1000 -0.01 0.01 0.05 18 0.937527
1000 -0.01 0.01 0.05 19 0.9356
1200 -0.01 0.01 0.05 0 0.940193
1200 -0.01 0.01 0.05 1 0.939683
1200 -0.01 0.01 0.05 2 0.940584
1200 -0.01 0.01 0.05 3 0.940099
1200 -0.01 0.01 0.05 4 0.939571
1200 -0.01 0.01 0.05 5 0.937683
1200 -0.01 0.01 0.05 6 0.938951
1200 -0.01 0.01 0.05 7 0.937308
1200 -0.01 0.01 0.05 8 0.937252
1200 -0.01 0.01 0.05 9 0.936995
1200 -0.01 0.01 0.05 10 0.936102
1200 -0.01 0.01 0.05 11 0.934702
1200 -0.01 0.01 0.05 12 0.933481
1200 -0.01 0.01 0.05 13 0.933074
1200 -0.01 0.01 0.05 14 0.93609
1200 -0.01 0.01 0.05 15 0.932623
1200 -0.01 0.01 0.05 16 0.932842
1200 -0.01 0.01 0.05 17 0.933007
1200 -0.01 0.01 0.05 18 0.934661
1200 -0.01 0.01 0.05 19 0.933739
1400 -0.01 0.01 0.05 0 0.939445
1400 -0.01 0.01 0.05 1 0.94024
1400 -0.01 0.01 0.05 2 0.939617
1400 -0.01 0.01 0.05 3 0.938975
1400 -0.01 0.01 0.05 4 0.93786
1400 -0.01 0.01 0.05 5 0.937402
1400 -0.01 0.01 0.05 6 0.937934
1400 -0.01 0.01 0.05 7 0.936273
1400 -0.01 0.01 0.05 8 0.934883
1400 -0.01 0.01 0.05 9 0.934462
1400 -0.01 0.01 0.05 10 0.933806
1400 -0.01 0.01 0.05 11 0.933163
1400 -0.01 0.01 0.05 12 0.930844
1400 -0.01 0.01 0.05 13 0.930914
1400 -0.01 0.01 0.05 14 0.934256
1400 -0.01 0.01 0.05 15 0.930314
1400 -0.01 0.01 0.05 16 0.928478
1400 -0.01 0.01 0.05 17 0.928783
1400 -0.01 0.01 0.05 18 0.930454
1400 -0.01 0.01 0.05 19 0.930004
1600 -0.01 0.01 0.05 0 0.939041
1600 -0.01 0.01 0.05 1 0.939496
1600 -0.01 0.01 0.05 2 0.93944
1600 -0.01 0.01 0.05 3 0.938189
1600 -0.01 0.01 0.05 4 0.936664
1600 -0.01 0.01 0.05 5 0.9358
1600 -0.01 0.01 0.05 6 0.93677
